category,component,group_code,rcv,story,desc
PNT,BK,structurelev,395.11,0,Seal & paint bookcase
PNT,BS,bath,80.49,0,Stain & finish baseboard
PNT,BS,bath2,62.07,0,Stain & finish baseboard
PNT,BS,bath3,111.5,0,Stain & finish baseboard
PNT,BS,bath4,80.49,-1,Stain & finish baseboard
PNT,BS,bath5,80.49,-1,Stain & finish baseboard
PNT,BS,bedroom,124.12,0,Stain & finish baseboard
PNT,BS,bedroom2,161.5,0,Stain & finish baseboard
PNT,BS,bedroom3,161.5,0,Stain & finish baseboard
PNT,BS,bedroom4,186.21,0,Stain & finish baseboard
PNT,BS,bedroom5,161.5,-1,Stain & finish baseboard
PNT,BS,bedroom6,186.21,-1,Stain & finish baseboard
PNT,BS,bedroom7,186.21,-1,Stain & finish baseboard
PNT,BS,bedroom8,186.21,-1,Stain & finish baseboard
PNT,BS,diningroom,186.21,0,Stain & finish baseboard
PNT,BS,entryfoyer,124.12,0,Stain & finish baseboard
PNT,BS,familyroom,186.21,0,Stain & finish baseboard
PNT,BS,hallway,117.82,0,Stain & finish baseboard
PNT,BS,hallway2,130.44,0,Stain & finish baseboard
PNT,BS,hallway3,117.82,-1,Stain & finish baseboard
PNT,BS,hallway4,130.44,-1,Stain & finish baseboard
PNT,BS,kitchen,161.5,0,Stain & finish baseboard
PNT,BS,laundryroom,111.5,0,Stain & finish baseboard
PNT,BS,laundryroom2,111.5,-1,Stain & finish baseboard
PNT,BS,livingroom,210.92,0,Stain & finish baseboard
PNT,BS,livingroom2,186.21,-1,Stain & finish baseboard
PNT,BS,livingroom3,210.92,-1,Stain & finish baseboard
PNT,BS,nook,124.12,0,Stain & finish baseboard
PNT,BS,nook2,124.12,-1,Stain & finish baseboard
PNT,BS,utilityroom,136.76,0,Stain & finish baseboard
PNT,BS,utilityroom2,136.76,-1,Stain & finish baseboard
PNT,BS,walkinclose2,136.76,0,Stain & finish baseboard
PNT,BS,walkincloset,136.76,0,Stain & finish baseboard
PNT,CHRS,kitchen,161.5,0,Stain & finish chair rail
PNT,CWN>,bedroom,86.37,0,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom2,112.36,0,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom3,112.36,0,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom4,129.57,0,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom5,112.36,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom6,129.57,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom7,129.57,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,bedroom8,129.57,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,diningroom,129.57,0,Paint crown moulding. oversized - one coat
PNT,CWN>,entryfoyer,86.37,0,Paint crown moulding. oversized - one coat
PNT,CWN>,familyroom,129.57,0,Paint crown moulding. oversized - one coat
PNT,CWN>,hallway,81.97,0,Paint crown moulding. oversized - one coat
PNT,CWN>,hallway2,90.75,0,Paint crown moulding. oversized - one coat
PNT,CWN>,hallway3,81.97,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,hallway4,90.75,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,livingroom,146.76,0,Paint crown moulding. oversized - one coat
PNT,CWN>,livingroom2,129.57,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,livingroom3,146.76,-1,Paint crown moulding. oversized - one coat
PNT,CWN>,nook,86.37,0,Paint crown moulding. oversized - one coat
PNT,CWN>,nook2,86.37,-1,Paint crown moulding. oversized - one coat
PNT,DKRL,patio,447.97,0,Stain/finish deck handrail
PNT,DOR,bath,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bath2,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bath3,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bath4,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,bath5,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom2,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom3,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom4,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom5,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom6,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom7,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,bedroom8,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,laundryroom,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,laundryroom2,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,structurelev,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,structurelev,303.5,0,Paint door slab only - 2 coats (per side)
PNT,DOR,utilityroom,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,utilityroom2,151.76,-1,Paint door slab only - 2 coats (per side)
PNT,DOR,walkinclose2,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DOR,walkincloset,151.76,0,Paint door slab only - 2 coats (per side)
PNT,DORT,bath,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bath2,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bath3,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bath4,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bath5,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom2,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom3,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom4,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom5,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom6,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom7,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,bedroom8,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,laundryroom,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,laundryroom2,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,structurelev,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,structurelev,255.6,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,utilityroom,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,utilityroom2,127.8,-1,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,walkinclose2,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,DORT,walkincloset,127.8,0,Paint door/window trim & jamb - 2 coats (per side)
PNT,HRS,structurelev,127.8,0,Stain & finish handrail - wall mounted
PNT,MNTLS,structurelev,98.36,0,Stain & finish wood fireplace mantel
PNT,P,bath,52.22,0,Paint the surface area - one coat
PNT,P,bath2,32.77,0,Paint the surface area - one coat
PNT,P,bath3,104.44,0,Paint the surface area - one coat
PNT,P,bath4,52.22,-1,Paint the surface area - one coat
PNT,P,bath5,52.22,-1,Paint the surface area - one coat
PNT,P,bedroom,185.4,0,Paint the surface area - one coat
PNT,P,bedroom2,311.98,0,Paint the surface area - one coat
PNT,P,bedroom3,311.98,0,Paint the surface area - one coat
PNT,P,bedroom4,415.23,0,Paint the surface area - one coat
PNT,P,bedroom5,220.64,-1,Paint the surface area - one coat
PNT,P,bedroom6,293.65,-1,Paint the surface area - one coat
PNT,P,bedroom7,293.65,-1,Paint the surface area - one coat
PNT,P,bedroom8,293.65,-1,Paint the surface area - one coat
PNT,P,diningroom,400.83,0,Paint the surface area - one coat
PNT,P,entryfoyer,185.4,0,Paint the surface area - one coat
PNT,P,familyroom,400.83,0,Paint the surface area - one coat
PNT,P,hallway,78.34,0,Paint the surface area - one coat
PNT,P,hallway2,118.34,0,Paint the surface area - one coat
PNT,P,hallway3,78.34,-1,Paint the surface area - one coat
PNT,P,hallway4,118.34,-1,Paint the surface area - one coat
PNT,P,kitchen,216.68,0,Paint the surface area - one coat
PNT,P,laundryroom,104.44,0,Paint the surface area - one coat
PNT,P,laundryroom2,104.44,-1,Paint the surface area - one coat
PNT,P,livingroom,518.5,0,Paint the surface area - one coat
PNT,P,livingroom2,283.48,-1,Paint the surface area - one coat
PNT,P,livingroom3,366.69,-1,Paint the surface area - one coat
PNT,P,nook,185.4,0,Paint the surface area - one coat
PNT,P,nook2,131.12,-1,Paint the surface area - one coat
PNT,P,utilityroom,157.79,0,Paint the surface area - one coat
PNT,P,utilityroom2,157.79,-1,Paint the surface area - one coat
PNT,P,walkinclose2,157.79,0,Paint the surface area - one coat
PNT,P,walkincloset,157.79,0,Paint the surface area - one coat
PNT,S,bath,117.87,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath,49.45,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath2,90.92,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath2,31.04,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath3,163.32,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath3,98.9,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath4,117.87,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath4,49.45,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath5,117.87,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bath5,49.45,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom,181.81,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom,175.56,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom2,236.51,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom2,295.41,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom3,236.51,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom3,295.41,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom4,272.73,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom4,393.2,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom5,236.51,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom5,208.92,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom6,272.73,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom6,278.06,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom7,272.73,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom7,278.06,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom8,272.73,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,bedroom8,278.06,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,diningroom,272.73,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,diningroom,379.55,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,entryfoyer,181.81,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,entryfoyer,175.56,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,familyroom,272.73,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,familyroom,379.55,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway,172.57,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway,74.17,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway2,191.06,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway2,112.06,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway3,172.57,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway3,74.17,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway4,191.06,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,hallway4,112.06,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,kitchen,236.51,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,kitchen,205.18,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,laundryroom,163.32,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,laundryroom,98.9,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,laundryroom2,163.32,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,laundryroom2,98.9,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,livingroom,308.92,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,livingroom,490.96,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,livingroom2,272.73,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,livingroom2,268.43,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,livingroom3,308.92,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,livingroom3,347.23,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,nook,181.81,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,nook,175.56,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,nook2,181.81,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,nook2,124.16,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,utilityroom,200.3,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,utilityroom,149.41,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,utilityroom2,200.3,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,utilityroom2,149.41,-1,Seal the surface area w/latex based stain blocker - one coat
PNT,S,walkinclose2,200.3,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,walkinclose2,149.41,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,walkincloset,200.3,0,Seal the surface area w/latex based stain blocker - one coat
PNT,S,walkincloset,149.41,0,Seal the surface area w/latex based stain blocker - one coat
PNT,SHW,bath,139.51,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bath2,139.51,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bath3,139.51,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bath4,139.51,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bath5,139.51,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom,111.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom2,111.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom3,111.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom4,111.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom5,111.6,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom6,111.6,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom7,111.6,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,bedroom8,111.6,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,structurelev,232.51,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,structurelev,93,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,utilityroom,483.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,utilityroom2,483.6,-1,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,walkinclose2,483.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SHW,walkincloset,483.6,0,Seal & paint wood shelving. 12in- 24in width
PNT,SILLS,structurelev,1038.36,0,Stain & finish wood window sill
PNT,SP,bath,223.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bath2,172.05,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bath3,309.1,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bath4,223.08,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bath5,223.08,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom,344.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom2,447.61,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom3,447.61,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom4,516.13,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom5,447.61,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom6,516.13,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom7,516.13,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,bedroom8,516.13,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,diningroom,516.13,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,entryfoyer,344.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,familyroom,516.13,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,hallway,326.6,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,hallway2,361.58,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,hallway3,326.6,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,hallway4,361.58,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,kitchen,447.61,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,laundryroom,309.1,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,laundryroom2,309.1,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,livingroom,584.66,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,livingroom2,516.13,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,livingroom3,584.66,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,nook,344.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,nook2,344.08,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,structurelev,237.16,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,structurelev,474.34,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,utilityroom,379.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,utilityroom2,379.08,-1,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,walkinclose2,379.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
PNT,SP,walkincloset,379.08,0,Seal/prime (1 coat) then paint (1 coat) the surface area
RFG,500-,deck,1374.98,0,Laminated - Premium grd - comp. shingle rfg. - w/ felt
RFG,500-,patio,1833.32,0,Laminated - Premium grd - comp. shingle rfg. - w/ felt
RFG,500-,structurelev,16958.14,0,Laminated - Premium grd - comp. shingle rfg. - w/ felt
RFG,DRIP,structurelev,863.28,0,Drip edge
RFG,FELT15,patio,30.31,0,Roofing felt - 15 lb.
RFG,FELT15,structurelev,424.28,0,Roofing felt - 15 lb.
RFG,STEEP>,structurelev,3800.17,0,Additional charge for steep roof - 10/12 - 12/12 slope
RFG,VENTT,structurelev,396.2,0,Roof vent - turtle type - Metal
RFG,VMTL,structurelev,1356.04,0,Valley metal
SDG,VENTG,structurelev,1088.56,0,Attic vent - gable end - vinyl
SFG,GUTA,structurelev,1616.35,0,Eavestrough/downspout - aluminum - up to 5in
SFG,MTL2,structurelev,5754.68,0,Soffit & fascia - metal - 2' overhang
SFG,SFTM,deck,1033.92,0,Soffit - metal
SFG,SFTM,patio,1741.19,0,Soffit - metal
STR,3>,structurelev,2197.64,0,Stairway - 3' 6inwide (8' rise plus joist)
STR,AVT,deck,705.94,0,Stairway - treated stringers and treads (per tread)
STU,AV,patio,719.25,0,Metal lath & stucco
STU,AV,structurelev,22812.93,0,Metal lath & stucco
STU,TRIM,structurelev,4215.62,0,Synthetic stucco - additional charge for raised trim
TIL,BMUD,bath,891.36,0,Mortar bed for tile
TIL,BMUD,bath3,1426.18,0,Mortar bed for tile
TIL,BMUD,bath4,891.36,-1,Mortar bed for tile
TIL,BMUD,bath5,891.36,-1,Mortar bed for tile
WDA,SPAL,structurelev,2917.44,0,Specialty aluminum window unit
WDP,6V+,structurelev,1958.27,0,6-0 6-8 vinyl sliding patio door - High grade
WDV,HS+,structurelev,23720.72,0,Vinyl window. horizontal sliding. 12-23 sf - High grade
WPR,AV-,bath,364.64,0,Wallpaper - Standard grade
WPR,AV-,bath2,281.23,0,Wallpaper - Standard grade
WPR,AV-,bath3,505.23,0,Wallpaper - Standard grade
WPR,AV-,bath4,364.64,-1,Wallpaper - Standard grade
WPR,AV-,bath5,364.64,-1,Wallpaper - Standard grade
WPR,AV-,bedroom,562.44,0,Wallpaper - Standard grade
WPR,AV-,bedroom2,731.64,0,Wallpaper - Standard grade
WPR,AV-,bedroom3,731.64,0,Wallpaper - Standard grade
WPR,AV-,bedroom4,843.64,0,Wallpaper - Standard grade
WPR,AV-,bedroom5,731.64,-1,Wallpaper - Standard grade
WPR,AV-,bedroom6,843.64,-1,Wallpaper - Standard grade
WPR,AV-,bedroom7,843.64,-1,Wallpaper - Standard grade
WPR,AV-,bedroom8,843.64,-1,Wallpaper - Standard grade
WPR,AV-,diningroom,843.64,0,Wallpaper - Standard grade
WPR,AV-,entryfoyer,562.44,0,Wallpaper - Standard grade
WPR,AV-,familyroom,843.64,0,Wallpaper - Standard grade
WPR,AV-,hallway,533.84,0,Wallpaper - Standard grade
WPR,AV-,hallway2,591.03,0,Wallpaper - Standard grade
WPR,AV-,hallway3,533.84,-1,Wallpaper - Standard grade
WPR,AV-,hallway4,591.03,-1,Wallpaper - Standard grade
WPR,AV-,kitchen,731.64,0,Wallpaper - Standard grade
WPR,AV-,laundryroom,505.23,0,Wallpaper - Standard grade
WPR,AV-,laundryroom2,505.23,-1,Wallpaper - Standard grade
WPR,AV-,livingroom,955.67,0,Wallpaper - Standard grade
WPR,AV-,livingroom2,843.64,-1,Wallpaper - Standard grade
WPR,AV-,livingroom3,955.67,-1,Wallpaper - Standard grade
WPR,AV-,nook,562.44,0,Wallpaper - Standard grade
WPR,AV-,nook2,562.44,-1,Wallpaper - Standard grade
WPR,AV-,utilityroom,619.64,0,Wallpaper - Standard grade
WPR,AV-,utilityroom2,619.64,-1,Wallpaper - Standard grade
WPR,AV-,walkinclose2,619.64,0,Wallpaper - Standard grade
WPR,AV-,walkincloset,619.64,0,Wallpaper - Standard grade
WPR,BORDR-,bath,47.01,0,Wallpaper border - Standard grade
WPR,BORDR-,bath2,36.26,0,Wallpaper border - Standard grade
WPR,BORDR-,bath3,65.12,0,Wallpaper border - Standard grade
WPR,BORDR-,bath4,47.01,-1,Wallpaper border - Standard grade
WPR,BORDR-,bath5,47.01,-1,Wallpaper border - Standard grade
WPR,BORDR-,bedroom,72.48,0,Wallpaper border - Standard grade
WPR,BORDR-,bedroom2,94.32,0,Wallpaper border - Standard grade
WPR,BORDR-,bedroom3,94.32,0,Wallpaper border - Standard grade
WPR,BORDR-,bedroom4,108.74,0,Wallpaper border - Standard grade
WPR,BORDR-,bedroom5,94.32,-1,Wallpaper border - Standard grade
WPR,BORDR-,bedroom6,108.74,-1,Wallpaper border - Standard grade
WPR,BORDR-,bedroom7,108.74,-1,Wallpaper border - Standard grade
WPR,BORDR-,bedroom8,108.74,-1,Wallpaper border - Standard grade
WPR,BORDR-,diningroom,108.74,0,Wallpaper border - Standard grade
WPR,BORDR-,entryfoyer,72.48,0,Wallpaper border - Standard grade
WPR,BORDR-,familyroom,108.74,0,Wallpaper border - Standard grade
WPR,BORDR-,hallway,68.79,0,Wallpaper border - Standard grade
WPR,BORDR-,hallway2,76.18,0,Wallpaper border - Standard grade
WPR,BORDR-,hallway3,68.79,-1,Wallpaper border - Standard grade
WPR,BORDR-,hallway4,76.18,-1,Wallpaper border - Standard grade
WPR,BORDR-,kitchen,94.32,0,Wallpaper border - Standard grade
WPR,BORDR-,laundryroom,65.12,0,Wallpaper border - Standard grade
WPR,BORDR-,laundryroom2,65.12,-1,Wallpaper border - Standard grade
WPR,BORDR-,livingroom,123.16,0,Wallpaper border - Standard grade
WPR,BORDR-,livingroom2,108.74,-1,Wallpaper border - Standard grade
WPR,BORDR-,livingroom3,123.16,-1,Wallpaper border - Standard grade
WPR,BORDR-,nook,72.48,0,Wallpaper border - Standard grade
WPR,BORDR-,nook2,72.48,-1,Wallpaper border - Standard grade
WPR,BORDR-,utilityroom,79.87,0,Wallpaper border - Standard grade
WPR,BORDR-,utilityroom2,79.87,-1,Wallpaper border - Standard grade
WPR,BORDR-,walkinclose2,79.87,0,Wallpaper border - Standard grade
WPR,BORDR-,walkincloset,79.87,0,Wallpaper border - Standard grade
